position,source_text,context,line_no,module,type,document_name
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Mandatory Results,,62,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Row #{0}: Please enter the result value for {1},,67,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Mandatory Results,,68,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Sales Invoice or Patient Encounter is required to create Lab Tests,,97,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Insufficient Data,,97,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Lab Test(s) {0} created successfully,,106,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,No Lab Tests created,,108,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Test :,,234,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Collection Details:,,236,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Test :,,256,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Sample Collection {0} has been created,,267,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Sample Collection,,268,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Approved,,9,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Rejected,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Completed,,13,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Cancelled,,15,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Create Multiple,,19,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Create,,47,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,No Lab Tests created,,58,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test_list.js,Creating Lab Tests...,,64,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type_dashboard.py,Healthcare Service Units,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.js,Change Item Code,,8,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.js,Change Item Code,,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.js,Change Template Code,,79,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Healthcare Service Unit Type cannot have both {0} and {1},,17,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Validation Error,,19,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Healthcare Service Unit Type must allow atleast one among {0} and {1},,23,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Validation Error,,25,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Not permitted. Please disable the Service Unit Type,,48,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_service_unit_type/healthcare_service_unit_type.py,Item with Item Code {0} already exists,,133,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.py,No Inpatient Record found against patient {0},,31,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.py,An Inpatient Medication Order {0} against Patient Encounter {1} already exists.,,40,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order_list.js,Pending,,6,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order_list.js,In Process,,9,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order_list.js,Completed,,12,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Add Medication Orders,,24,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Add Medication Orders,,26,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Drug,,30,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Dosage,,42,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Period,,49,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Dosage Form,,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Add,,62,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Adding Order Entries,,73,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,{0} medication orders completed,,90,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,{0} medication order completed,,92,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js, out of {0},,94,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_medication_order/inpatient_medication_order.js,Status,,105,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Therapy Type,,20,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Therapy Session,,31,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Select Therapy Type,,49,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Create,,49,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Create,,50,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Sales Invoice,,54,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Create,,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Fetching Template Details,,92,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,{0} sessions completed,,105,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,{0} session completed,,107,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js, out of {0},,109,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan.js,Status,,120,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan_dashboard.py,Therapy Sessions,,14,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/therapy_plan/therapy_plan_dashboard.py,Billing,,18,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Add Time Slots,,7,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Select Days,,10,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Sunday,,12,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Monday,,13,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Tuesday,,14,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Wednesday,,15,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Thursday,,16,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Friday,,17,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Saturday,,18,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,From,,20,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,To,,22,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Appointment Duration (mins),,24,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Add Timeslots,,27,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,"Time slot skiped, the slot {0} to {1} overlap exisiting slot {2} to {3}",,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,"Schedules for {0} overlaps, do you want to proceed after skiping overlaped slots ?",,85,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Slots for {0} are not added to the schedule,,93,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,Time slots added,,107,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/sample_collection/sample_collection.py,Sample Quantity cannot be negative or 0,,16,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/sample_collection/sample_collection.py,Invalid Quantity,,16,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/sample_collection/sample_collection.js,View Lab Tests,,7,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/sample_collection/sample_collection.js,Years(s),,39,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/sample_collection/sample_collection.js,Month(s),,39,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/sample_collection/sample_collection.js,Day(s),,39,,,
